"jurisdiction","state","regime_type","permit_fee","renewal_cadence","ordinance_or_program_url","enforcement_vendor","notes","source_url","collected_on"
"El Paso County","Texas","permit","","","https://www.elpasotexas.gov/assets/Press-Releases/2026.09.06_NEWS-RELEASE-Short-term-Rentals-in-El-Paso-to-Contribute-to-Hotel-Occupancy-Taxes.pdf","","El Paso County, Texas short-term rental rules in 2026, including the zoning change that made Airbnb legal by right and the new city hotel tax now phasing in.","https://www.bnbcalc.com/blog/short-term-rental-regulation/El-Paso-County-Texas-Guide","2026-09-03"
"Flower Mound","Texas","permit","","annual","https://comptroller.texas.gov/economy/development/sales-tax/hotel.php","GovOS; MUNIRevs","Flower Mound requires no short term rental permit in 2026, yet three layers of hotel tax apply. Registration, filing deadlines, penalties and who to call.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Flower-Mound-Texas-guide","2026-09-03"
"Fort Bend County","Texas","permit","","annual","https://comptroller.texas.gov/taxes/hotel/","Avenu","How Fort Bend County, Texas short-term rental rules work in 2026, including the new county hotel tax, Sugar Land's permit trap, and the taxes you owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Fort-Bend-County-Texas-Guide","2026-09-03"
"Frisco","Texas","permit","$300","annual","https://comptroller.texas.gov/taxes/hotel/","Avenu; Harmari","Frisco, Texas short-term rental rules for 2026: the $300 city permit, 7% city and 6% state hotel tax, safety rules, and real penalties for skipping it. Frisco, Texas short-term rental rules for 2026: the $300 city permit, 7% city and 6% state hotel tax, safety rules, and real penalties for skipping it.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Frisco-Texas-guide","2026-09-03"
"Galveston","Texas","license","","annually","","","Galveston, Texas Short Term Rental Regulations Guide for Airbnb hosts Galveston, Texas Regulations > Texas > Galveston Want to see how Galveston compares to other top cities in Texas ? Explore all city regulations in Texas . → B Galveston , TX Generally Investor Friendly License support Talk to a local licensing expert Get connected with a short-term rental regulations and licensing expert for Gal","https://strprofitmap.com/regulations/TX/galveston","2026-09-03"
"Galveston County","Texas","permit","$250","annual","https://comptroller.texas.gov/taxes/hotel/","Avenu","Inside the City of Galveston, you need an annual $250 license, a local contact, and combined city and state hotel tax near 15 percent. Galveston County short-term rental rules for 2026, covering unincorporated areas, the city's new licensing ordinance, and every state and city tax layer.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Galveston-County-Texas-Guide","2026-09-03"
"Garland","Texas","permit","$500","annual","https://comptroller.texas.gov/taxes/hotel/faq.php","","Garland, Texas short-term rental rules for 2026: the $500 permit, the 48-hour minimum stay, and every tax layer since the city's September 2025 crackdown. Garland, Texas short-term rental rules for 2026: the $500 permit, the 48-hour minimum stay, and every tax layer since the city's September 2025 crackdown.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Garland-Texas-guide","2026-09-03"
"Grand Prairie","Texas","permit","$480","annual","https://comptroller.texas.gov/taxes/hotel/","","Grand Prairie, Texas short-term rental rules in 2026, including the $480 annual permit, the 200 foot neighbor notice, and the two hotel taxes hosts owe. Grand Prairie, Texas short-term rental rules in 2026, including the $480 annual permit, the 200 foot neighbor notice, and the two hotel taxes hosts owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Grand-Prairie-Texas-guide","2026-09-03"
"Moab","Utah","ban / prohibited","","","","","Moab, Utah Short Term Rental Regulations Guide for Airbnb hosts Moab, Utah Regulations > Utah > Moab Want to see how Moab compares to other top cities in Utah ? Explore all city regulations in Utah . → D Moab , UT Unfriendly To Investors License support Talk to a local licensing expert Get connected with a short-term rental regulations and licensing expert for Moab . Connect with an expert STR Reg","https://strprofitmap.com/regulations/UT/moab","2026-09-03"
"Ogden","Utah","license","$250","annual","https://codelibrary.amlegal.com/codes/ogdencityut/latest/ogdencity_ut/0-0-0-21027","","Ogden, Utah short-term rental rules for 2026, covering the $250 STR license, the 3-year ownership rule, zoning limits, and tax rates hosts actually owe. Ogden, Utah short-term rental rules for 2026, covering the $250 STR license, the 3-year ownership rule, zoning limits, and tax rates hosts actually owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Ogden-Utah-guide","2026-09-03"
"Park City","Utah","license","","","","","Park City, Utah Short Term Rental Regulations Guide for Airbnb hosts Park City, Utah Regulations > Utah > Park City Want to see how Park City compares to other top cities in Utah ? Explore all city regulations in Utah . → C Park City , UT Challenging To Investors License support Talk to a local licensing expert Get connected with a short-term rental regulations and licensing expert for Park City .","https://strprofitmap.com/regulations/UT/park-city","2026-09-03"
"Salt Lake City","Utah","license","","annual","https://codelibrary.amlegal.com/codes/saltlakecityut/latest/saltlakecity_ut/0-0-0-45910","Avalara; MyLodgeTax","What changed for Salt Lake City short-term rentals in 2026, including the new business license, permitted zones, night caps, and taxes hosts owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Salt-Lake-City-Utah-guide","2026-09-03"
"Salt Lake County","Utah","permit","","annual","https://le.utah.gov/xcode/Title10/Chapter8/10-8-S85.4.html","","Salt Lake County's 2026 short-term rental rules, including which zones allow one at all, what the conditional use costs, and the full stack of lodging tax.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Salt-Lake-County-Utah-Guide","2026-09-03"
"St. George","Utah","license","","annual","https://le.utah.gov/xcode/Title10/Chapter8/10-8-S85.4.html","","St. George's 2026 short-term rental rules, including its approved-property whitelist, city licensing, and why combined taxes on a stay run near 13%.","https://www.bnbcalc.com/blog/short-term-rental-regulation/St-George-Utah-guide","2026-09-03"
"Alexandria","Virginia","permit (primary-residence limited)","$100","annual","https://law.lis.virginia.gov/vacode/title15.2/chapter9/section15.2-983/","","Alexandria allows short-term rentals in 2026, but every host needs an annual permit from the Department of Planning and Zoning, $100 if you live in the unit, $350 if you don't. Alexandria, Virginia short-term rental rules for 2026, covering the new city permit, occupancy caps, and every tax layer since the 2025 ordinance rewrite.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Alexandria-Virginia-guide","2026-09-03"
"Chesapeake","Virginia","permit","$900","annually","https://law.lis.virginia.gov/vacode/title15.2/chapter9/section15.2-983/","Avenu","The application fee is $900. Chesapeake allows short-term rentals in only two zoning districts in 2026, each needing a City Council use permit. Fees, taxes, penalties and who to call.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Chesapeake-Virginia-guide","2026-09-03"
"Chesterfield County","Virginia","permit (primary-residence limited)","","annually","https://law.lis.virginia.gov/vacode/title15.2/chapter22/section15.2-2209/","","Chesterfield County, Virginia short-term rental rules for 2026, including the new zoning ordinance, the conditional use permit fight, taxes and who to call.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Chesterfield-County-Virginia-Guide","2026-09-03"
"Fairfax County","Virginia","permit (primary-residence limited)","$285","","https://law.lis.virginia.gov/vacode/title15.2/chapter9/section15.2-983/","","Fairfax County short-term rental rules in 2026, including the 60-night cap, the $285 zoning permit, the 185-day residency test and the 9% lodging tax. Fairfax County short-term rental rules in 2026, including the 60-night cap, the $285 zoning permit, the 185-day residency test and the 9% lodging tax.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Fairfax-County-Virginia-Guide","2026-09-03"
"Virginia Beach","Virginia","permit","$500","annual","https://cor.virginiabeach.gov/businesses/transient-occupancy-taxes","","Virginia Beach short-term rental rules in 2026, including where new STRs are still eligible, what the $500 zoning permit covers, and the tax stack. Virginia Beach short-term rental rules in 2026, including where new STRs are still eligible, what the $500 zoning permit covers, and the tax stack.","https://www.bnbcalc.com/blog/short-term-rental-regulation/virginia-beach-virginia-guide","2026-09-03"
"Ashford","Washington","license","","","https://app.leg.wa.gov/RCW/default.aspx?cite=19.27.530","","Ashford, Washington short-term rental rules for 2026: Pierce County's affidavit process, guest caps, taxes, and how strictly the county enforces them.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Ashford-Washington-guide","2026-09-03"
"Auburn","Washington","permit","$112","annual","https://app.leg.wa.gov/RCW/default.aspx?cite=64.37&amp;full=true","","Auburn, Washington short-term rental rules for 2026: permitted-use zoning, the $112 business license, and every tax layer that attaches to a stay. Auburn, Washington short-term rental rules for 2026: permitted-use zoning, the $112 business license, and every tax layer that attaches to a stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Auburn-Washington-guide","2026-09-03"
"Everett","Washington","license","$55","annually","https://app.leg.wa.gov/RCW/default.aspx?cite=64.37&amp;full=true","Avenu","Hosts need a city business license (about $55 to $111), can run up to two rental sites, and face an eight-guest cap per address. Everett, Washington short-term rental rules for 2026, covering the city's July 2025 zoning rewrite, licensing costs, lodging tax rates, and enforcement.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Everett-Washington-guide","2026-09-03"
"Federal Way","Washington","permit","","annual","https://app.leg.wa.gov/RCW/default.aspx?cite=19.27.530","Avenu","Federal Way, Washington 2026 short-term rental rules: no dedicated STR ordinance, a citywide business license, a 1% lodging tax, and the state's safety law.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Federal-Way-Washington-guide","2026-09-03"
"Seattle","Washington","license","$75","annual","https://app.leg.wa.gov/RCW/default.aspx?cite=19.27.530","Avenu","Seattle short-term rental rules in 2026: the two-unit license cap, RRIO registration, the $75 operator fee, and the 15.70% combined tax rate on every stay. Seattle short-term rental rules in 2026: the two-unit license cap, RRIO registration, the $75 operator fee, and the 15.70% combined tax rate on every stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Seattle-Washington-guide","2026-09-03"
"Spokane County","Washington","permit","","annual","https://app.leg.wa.gov/RCW/default.aspx?cite=19.27.530","Avenu","In 2026, unincorporated Spokane County has no dedicated Airbnb permit. Here's what state law, taxes, and zoning still ask of hosts before you list.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Spokane-County-Washington-Guide","2026-09-03"
"Spokane Valley","Washington","permit","$25","annually","https://app.leg.wa.gov/RCW/default.aspx?cite=19.27.530","Avenu","You still need the city's $25 business license, Washington's statewide safety and insurance duties under RCW 64.37, and to collect a combined 10.3% lodging tax on stays under 40 units. Spokane Valley, Washington short-term rental rules for 2026: no city STR permit, what the business license and lodging tax cost, and who enforces it.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Spokane-Valley-Washington-guide","2026-09-03"
"Tacoma","Washington","license","","annual","https://app.leg.wa.gov/RCW/default.aspx?cite=19.27.530","","Tacoma short-term rental rules for 2026: which zones allow Airbnb, what licensing costs, and the 10.4% combined tax rate hosts now collect on every stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Tacoma-Washington-guide","2026-09-03"
"Vancouver","Washington","permit","$265","","https://app.leg.wa.gov/RCW/default.aspx?cite=19.27.530","","Vancouver, Washington allows short-term rentals in 2026 under a city permit capped at 870 citywide, a $265 one-time fee, a Washington business license, and $1 million in liability insurance. Vancouver, Washington short-term rental rules for 2026, including the 870-permit cap, the $265 city permit, insurance rules, and every tax layer hosts owe.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Vancouver-Washington-guide","2026-09-03"
"Appleton","Wisconsin","license","","annual","https://appletonwi.gov/Documents/Health/Environmental%20Health/Short%20Term%20Rental/HOTEL%20AND%20MOTEL%20TRANSIENT%20ROOM%20TAX%20QUARTERLY%20RETURN.pdf","Avenu","Appleton, Wisconsin short-term rental rules for 2026, the Tourist Rooming House license and fees, the 10% room tax, and how strictly the city enforces it.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Appleton-Wisconsin-guide","2026-09-03"
"Dane County","Wisconsin","permit","","annual","https://danecounty.gov/Ordinances/ViewFile/75e626a1-edf7-492c-a088-c042abe8030a","","Dane County, Wisconsin short-term rental rules for 2026: the zoning permit, the joint health license, Madison's tighter layer, and every tax that applies.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Dane-County-Wisconsin-Guide","2026-09-03"
"Green Bay","Wisconsin","permit","$500","annually","https://docs.legis.wisconsin.gov/statutes/statutes/66/VI/0615","","The initial city permit costs $500, renews annually for $250, and combined taxes run about 15.5% of the rental price in 2026. Green Bay's 2026 short-term rental rules explained: the STRP permit, Brown County Health inspection, city and state taxes, and what changed after March 2026.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Green-Bay-Wisconsin-guide","2026-09-03"
"Lake Geneva","Wisconsin","license","","annual","","","Lake Geneva, Wisconsin Short Term Rental Regulations Guide for Airbnb hosts Lake Geneva, Wisconsin Regulations > Wisconsin > Lake Geneva Want to see how Lake Geneva compares to other top cities in Wisconsin ? Explore all city regulations in Wisconsin . → C Lake Geneva , WI Challenging To Investors License support Talk to a local licensing expert Get connected with a short-term rental regulations a","https://strprofitmap.com/regulations/WI/lake-geneva","2026-09-03"
"Madison","Wisconsin","permit (primary-residence limited)","","annual","https://datcp.wi.gov/Pages/Programs_Services/TouristRoomingHouses.aspx","","Madison's 2026 short-term rental rules, including the primary-residence rule, three separate permits, room tax rates, and how strictly the city enforces them.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Madison-Wisconsin-guide","2026-09-03"
"Milwaukee County","Wisconsin","license","","annually","https://city.milwaukee.gov/ImageLibrary/Groups/ccClerk/Ordinances/Volume-2/Master-V2.pdf","Avenu","Milwaukee County short-term rental rules in 2026, including the new City of Milwaukee neighbor-notice ordinance, which license you need, and the real tax stack.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Milwaukee-County-Wisconsin-Guide","2026-09-03"
"Sturgeon Bay","Wisconsin","license","","annually","","","Sturgeon Bay, Wisconsin Short Term Rental Regulations Guide for Airbnb hosts Sturgeon Bay, Wisconsin Regulations > Wisconsin > Sturgeon Bay Want to see how Sturgeon Bay compares to other top cities in Wisconsin ? Explore all city regulations in Wisconsin . → B Sturgeon Bay , WI Generally Investor Friendly License support Talk to a local licensing expert Get connected with a short-term rental regul","https://strprofitmap.com/regulations/WI/sturgeon-bay","2026-09-03"
"Wisconsin Dells","Wisconsin","permit","","annually","https://datcp.wi.gov/Pages/Programs_Services/TouristRoomingHouses.aspx","","Wisconsin Dells short-term rental rules for 2026: the STR and tourist rooming house licenses, the 180-day cap, and every tax layer on a stay.","https://www.bnbcalc.com/blog/short-term-rental-regulation/Wisconsin-Dells-Wisconsin-Guide","2026-09-03"
"Jackson","Wyoming","license","","annual","","","Jackson, Wyoming Short Term Rental Regulations Guide for Airbnb hosts Jackson, Wyoming Regulations > Wyoming > Jackson Want to see how Jackson compares to other top cities in Wyoming ? Explore all city regulations in Wyoming . → C Jackson , WY Challenging To Investors License support Talk to a local licensing expert Get connected with a short-term rental regulations and licensing expert for Jackso","https://strprofitmap.com/regulations/WY/jackson","2026-09-03"
